,title,created_utc
466,'Homosexual People Have the Right to Be in a Family.' Pope Francis Offers New Support for Same-Sex Civil Unions,10-24-2020 05:45:46
467,"Coca-Cola sucks wells dry in Chiapas, forcing residents to buy water: A Coca-Cola bottling plant in Mexico consumes millions of liter of water per day while wells dry up",09-17-2017 10:22:53
468,The US ambassador to Brazil reportedly asked Brazilian officials to help Trump’s reelection,08-01-2020 20:18:03
469,Trump rails against windmills: 'I never understood wind'; Trump claims the production of wind turbines causes a large carbon footprint.,12-23-2019 20:41:03
470,Justin Trudeau moves forward with ban on LGBT+ conversion therapy across Canada,12-15-2019 05:12:52
471,"'I am ready to stand for my principles': Double world chess champion says she won't defend titles in Saudi Arabia because of kingdom's inequality. The Ukrainian, 27, will not travel to Saudi Arabia, where she wouldn't even be allowed to walk down the street unaccompanied.",12-26-2017 16:41:08
472,'Mine is bigger': Trump dares Kim Jong-un to compare nuclear buttons,01-02-2018 19:59:59
473,"Trump asked China’s Xi to help him win reelection, according to Bolton book",06-17-2020 14:51:10
474,Biden to Finally Stop Support to Saudi Arabia in Yemen,01-24-2021 02:03:45
475,Trump suspends travel from Europe for 30 days as part of response to 'foreign' coronavirus,03-11-2020 21:06:20
476,President Donald Trump signed an executive order formally withdrawing the United States from the 12-nation Trans-Pacific Partnership trade deal,01-23-2017 11:59:58
477,Dozens of German priests will defy the Vatican and live-stream blessings of gay couples,05-08-2021 02:42:23
478,"Coke and Pepsi Are Getting Sued for Lying About Recycling: “At this rate, plastic is set to outweigh fish in the ocean by 2050,” the complaint reads.",03-01-2020 02:49:21
479,U.S. President Donald Trump boasted before the world and British Prime Minister Theresa May on Friday that he’d predicted the Brexit decision at his Turnberry golf resort in Scotland the day before the historic vote. One problem: Trump arrived at Turnberry the day after the vote.,07-14-2018 15:50:04
480,Mexico wants to decriminalize all drugs and negotiate with the U.S. to do the same,05-10-2019 00:16:39
481,61% of Canadians want government to take action on climate change even if economy suffers: poll,08-01-2019 08:38:38
482,Amazon has bought cameras to take temperatures of workers during the coronavirus pandemic from a Chinese firm the United States blacklisted over allegations it helped China detain and monitor Uighurs and other Muslim minorities,04-29-2020 19:13:48
483,Bleach manufacturers have warned people not to inject themselves with disinfectant after Trump wrongly suggested it may cure the coronavirus,04-24-2020 07:45:13
484,"Vancouver city council passes motion to ‘de-criminalize poverty’ i.e. taking things like mental health, sex work, homelessness, and substance use off the plate of law enforcement.",07-28-2020 02:29:41
485,US-UK launch military strikes on Syria,04-13-2018 21:03:47
486,"A Muslim immigrant saves Austrian policeman during Monday’s terrorist attack. Osama Joda, a 23-year-old Palestinian, risked his life to help a police officer who was shot by a terrorist in Vienna’s city center.",11-03-2020 15:36:34
487,"Alexei Navalny broke his silence from Russian prison, describing 24/7 surveillance and being woken up every hour",03-16-2021 11:03:50
488,‘Attenborough effect’ leads to 53% drop in single use plastic in 12 months,04-13-2019 07:17:54
489,"Two teenage boys were rescued by a brand new lifesaving drone in Australia while lifeguards were still training to use it. After being spotted struggling in heavy surf 700m (2,300ft) offshore, lifesavers sent the drone to drop an inflatable rescue pod, and the pair made their way safely to shore.",01-18-2018 06:01:21
490,PM Trudeau says Canada has intelligence from multiple sources that the plane was shot down by an Iranian surface to air missile.,01-09-2020 14:46:47
491,North Korea says no need for talks with US as they’re nothing more than ‘shallow trick’ to make Trump look good,07-04-2020 08:47:56
492,"Nestlé, Mars and Hershey 'breaking promises over palm oil use' - This year’s Halloween confectionery will contain palm oil grown on land that should lawfully be habitat to orangutans, rhinos and clouded leopards, despite commitment to clean up supply chains",10-27-2017 17:19:51
493,North Korea bans sarcasm because Kim Jong-un fears people only agree with him ‘ironically’,09-08-2016 07:46:59
494,British expats 'in tears' as Spain to deport 500 for failing to register for residency under post-Brexit regulations. By March 31 they will be deemed as illegal immigrants.,03-27-2021 15:28:07
495,Republicans side with Deomcrats to block Trump's billions of dollars worth of arm sales to Saudi Arabia,06-20-2019 12:16:58
496,"Teen Climate Activist to Crowd of Thousands: 'We Can't Save the World by Playing by the Rules Because the Rules Have to Change': ""The politics that's needed to prevent the climate catastrophe—it doesn't exist today,"" says Greta Thunberg, a 15-year-old from Sweden. ""We need to change the system.""",10-21-2018 11:38:26
497,Trump Complains About Not Winning the Nobel Peace Prize Days After Threatening to Commit War Crimes,01-10-2020 12:54:35
498,India government arrests 21 year old for sharing a Google doc tweeted by Greta Thunberg on farmers protests,02-14-2021 12:56:34
499,WHO official calls Trump comments on coronavirus response 'incoherent',02-27-2020 08:03:19
500,The number of people using Facebook daily in North America dropped for the first time,02-04-2018 21:49:16
501,A doctor has run 22 miles to work and back wearing a mask to help stop the spread of misinformation and conspiracy theories around face coverings and to raise funds for charity. He recorded that oxygen levels never fell below 98% of what it would usually be.,07-24-2020 05:31:18
502,Vahid Sayadi Nasiri died in an Iranian prison after a 60-day hunger strike. He had been given an 8-year sentence for a Facebook post criticizing Supreme Leader Ayatollah Ali Khamenei.,12-16-2018 08:50:05
503,Czech mayor writes letter calling a Chinese diplomat an 'unmannered rude clown' and to apologize for his 'pathetic diplomatic f-ck up' after he threatens Czech Senate Speaker over Taiwan trip,09-01-2020 03:35:09
504,Bangladesh shuts down mobile internet to tackle teen protests,08-05-2018 04:01:31
505,"Germany to close all 84 of its coal-fired power plants, will rely primarily on renewable energy",01-26-2019 20:53:15
506,"BBC has made its international news website available via Tor, which can help people in China and other countries avoid government surveillance and censorship. Instead of visiting bbc.co.uk or bbc.com, users of Tor browser can visit bbcnewsv2vjtpsuy.onion, which will not work in a regular browser.",10-24-2019 00:52:07
507,Australian Teens Ignore Anti-Vaxxer Parents by Getting Secret Vaccinations,02-11-2019 00:45:59
508,"A Turkish journalist has been sentenced to more than a year in jail for her work on the Paradise Papers investigation into offshore tax havens, because it revealed details of the business activities of the country’s former prime minister and his sons.",01-08-2019 21:14:51
509,Tens of Thousands in Russia Challenge the Kremlin in Second Week of Protests,07-25-2020 10:39:29
510,"Trump misunderstood MIT climate research, university officials say: Massachusetts Institute of Technology officials said U.S. President Donald Trump badly misunderstood their research when he cited it on Thursday to justify withdrawing the United States from the Paris Climate Agreement.",06-02-2017 02:31:22
511,"The UK government has said households that install solar panels in the future will be expected to give away unused clean power for free to energy firms earning multimillion-pound profits, provoking outrage from green campaigners.",12-19-2018 09:41:42
512,Bill Gates condemns Donald Trump for stopping US payments to World Health Organisation,04-15-2020 05:26:34
513,Paedophile Labour councillor who worked in children's home walks free despite being caught with over one million child porn images including 12-year-old girls being raped,07-28-2020 22:44:39
514,"North Korea, Iran scold U.S. for ‘double standard’ on crushing protests - National",06-04-2020 13:47:29
515,The Prime Minister of Iceland has resigned,04-05-2016 11:38:26
516,Millennials’ pay still stunted by the 2008 financial crash,02-03-2019 10:08:43
517,Saudis Threaten Global Economic Repercussions if Punished for 'Murdered' Journalist,10-14-2018 07:53:07
518,Former White House ethics director on Trump giving his own hotel G7 contract: ‘We have reached the bottom.There is no level of corruption greater than a President participating in the award of a contract to himself',10-19-2019 10:21:13
519,UK Government to pay 80% of wages for employees not working,03-20-2020 13:20:31
520,Japan firm considers 3-day weekends as nation rethinks culture of long work hours,01-13-2017 07:23:51
521,"Private spies reportedly infiltrated an Amazon strike, secretly taking photos of workers, trade unionists, and journalists. Now a union is taking legal action.",12-02-2020 13:14:21
522,South African government calls for Israel to be investigated by the International Criminal Court for crimes against humanity,05-16-2021 02:54:44
523,Chinese Tycoon Who Criticized Xi’s Response to Coronavirus Has Vanished,03-14-2020 14:31:02
524,Trump considering suspending funding to WHO,04-07-2020 19:00:07
525,Just 162 Billionaires Have The Same Wealth As Half Of Humanity,01-19-2020 20:25:51
526,"President Trump told his national security adviser in August that he wanted to continue freezing $391 million in security assistance to Ukraine until officials there helped with investigations into Democrats including the Bidens, according to unpublished manuscript by former adviser, John R. Bolton.",01-26-2020 19:23:49
527,'I was just doing my job': Soviet officer who averted nuclear war dies at age 77,09-17-2017 17:51:37
528,Germany's biggest union calls for 4-day week to save thousands of jobs,08-15-2020 21:39:25
529,"Australia's same-sex marriage postal survey: 61.6% yes, 38.4% no",11-14-2017 18:05:19
530,WHO accused of 'carrying China's water' after official refuses to acknowledge Taiwan during bizarre interview,03-28-2020 14:05:09
531,Australians petition to put Steve Irwin on their money.,09-15-2016 05:04:16
532,"Trump did meet with Putin at the G20, despite insisting meeting was off ahead of summit",12-02-2018 15:32:02
533,"In solidarity with Muslims, New Zealand Jewish community shut synagogues on Shabbat for first time in history",03-15-2019 16:50:26
534,Turkish president’s bodyguards batter Washington DC protesters leaving them covered in blood while leader meets Trump at the White House,05-17-2017 07:37:48
535,Hong Kong government to announce new law banning masks during public assemblies,10-03-2019 03:31:48
536,"Mitch McConnell, Who Voted to Lift Russian Oligarch’s Sanctions, Reportedly Has Deep Ties to Russian Oil Money",02-01-2019 16:39:55
537,"In Secret Final Interview, Jamal Khashoggi Says Only Bernie Sanders Was Willing To Stand Up To Saudi Arabia",10-20-2018 11:17:21
538,"We Alerted The World' To Coronavirus On Jan. 5, WHO Says In Response To U.S.",04-15-2020 16:18:40
539,"Cigarette Butts—Not Plastic Straws—Are The Worst Contaminant of Oceans, According to New Study",08-28-2018 00:00:43
540,Fire breaks out at historic Notre-Dame cathedral in Paris,04-15-2019 13:13:23
541,Dr. Fauci to lead U.S. delegation at WHO meetings as Biden plans to reverse Trump withdrawal,01-20-2021 13:22:16
542,Boeing 737 crashes in Iran after take off,01-07-2020 22:36:03
543,Amazon Tribes Are Excited to Use Drones to Detect Illegal Deforestation in Brazilian Rainforest,10-24-2020 12:16:02
544,Stephen Hawking urges humanity to pursue space colonisation to unite Earth and elevate humanity.,06-21-2017 08:35:49
545,"The United States is 'looking at' banning TikTok and other Chinese social media apps, Pompeo says",07-07-2020 00:58:52
546,Japan pledges $2.9 billion to support countries pursuing universal health coverage,12-15-2017 00:44:16
547,Putin-backed candidate loses to Communist challenger causing Russian authorities to cancel the election on the basis of 'misfiled paperwork',10-13-2018 21:30:54
548,Diplomats Say They Were Definitely Laughing At Trump At The UN,09-26-2018 14:13:05
549,33 students at 2 Vancouver schools ordered to stay home until they can prove they've had measles vaccine,02-19-2019 20:27:21
550,"Right wing blogger Jenna Abrams, who has 70,000 followers, does not exist, was created by St. Petersburg troll farm",11-03-2017 00:56:33
551,"Iranian president asserts 'wherever America has gone, terrorism has expanded'",09-24-2019 22:51:20
552,UN calls Trump’s Blackwater pardons an ‘affront to justice’,12-30-2020 08:46:31
553,"Australia to pass surveillance bill that'll allow children as young as 14 to be interrogated by government agents and could see journalists jailed for 5 years for refusing to reveal sources. Authorities could hack, secretly takeover, and add, copy, and delete material on computers.",12-10-2020 22:27:30
554,"Toronto police officer, nine others charged in underage human-trafficking probe | An investigation into the sexual exploitation of a 16-year-old girl started in November. The officer involved had 11 years of experience with the police service in 51 Division and has been suspended with pay",06-13-2020 13:36:40
555,Teenagers sue the Australian Government to prevent coal mine extension on behalf of 'young people everywhere',09-09-2020 05:15:04
556,"Coal industry will never recover after coronavirus pandemic, experts say",05-17-2020 08:00:27
557,"Donald Trump Suggests Whoever Passed On Ukraine Call Information Should Be Executed. ""Because that’s close to a spy.""",09-26-2019 15:26:30
558,Indigenous chief says Canadian police beat him over expired licence plate,06-06-2020 18:49:38
559,"Human rights group: Saudi Arabia executed 184 people in 2019 — On April 23, Saudi Arabia executed 37 people, including 3 people who were children at time of alleged offenses. ""A country that tortures and executes children should be a pariah state not preparing to host the next meeting of the G20.""",01-14-2020 04:18:43
560,"Jacinda Ardern has announced that New Zealand will ban all military-style semi-automatic weapons and assault rifles, essentially commencing immediately",03-20-2019 22:10:47
561,"‘We are facing extermination’: Brazil losing a generation of indigenous leaders to Covid-19 - Coronavirus has swept through tribes, killing elders – and inflicting irreparable damage on tribal history, culture and medicine",06-21-2020 06:30:58
562,Donald Trump to strip all funding from State Dept team promoting women's rights around the world - Leaked plan comes as First Daughter Ivanka defends her father's record with women,04-25-2017 15:28:40
563,New Zealand's Ardern sworn in for second term after landslide win,11-06-2020 00:31:29
564,Drug lord 'El Chapo' found guilty in US,02-12-2019 12:36:01
565,"Pope Francis, who has a strong belief in the science of climate change, called upon world leaders on Wednesday to ""listen to the cry of the Earth and the cry of the poor, who suffer most because of the unbalanced ecology.""",08-31-2017 08:57:45
566,Russia reports first human cases of H5N8 bird flu,02-20-2021 07:18:47
567,Experts say Trump firing of 3 officials including Sondland and Vindman is a ‘criminal’ offense,02-08-2020 23:58:24
568,Roger Stone Arrested,01-25-2019 06:26:36
569,Belarus warns Putin is destroying countries to re-create Soviet bloc under Russian flag,12-30-2018 10:48:48
570,Polish Towns That Declared Themselves ‘L.G.B.T. Free’ Are Denied E.U. Funds,07-30-2020 11:37:39
571,"Japan just recorded its earliest cherry blossom bloom in 1,200 years. Scientists warn it's a symptom of the larger climate crisis.",04-05-2021 01:27:55
572,Dutch gov't looking into letting daycares refuse non-vaccinated kids,08-24-2018 06:48:33
573,It's now illegal for Zimbabwe schools to expel pregnant girls,08-25-2020 13:06:18
574,"Bus drivers in Japan have taken to the streets in an unusual form of protest. While technically on strike, they are continuing to drive their routes while refusing to take fares from passengers.",05-02-2018 04:07:36
575,"Ridicule and disbelief as Boris Johnson insists he's never told a single lie in his whole political career - 'He was sacked twice for lying. So when he says he has never lied, he’s literally lying,' says Liberal Democrat Jo Swinson",11-29-2019 05:34:25
576,"Amazon Tribe Wins Lawsuit Against Big Oil, Saving Millions Of Acres Of Rainforest",05-16-2019 14:32:28
577,Trump urges Attorney General Sessions to stop Mueller probe 'right now',08-01-2018 09:29:11
578,"San Juan mayor: 'I am begging, begging anyone who can hear us to save us from dying'",09-29-2017 20:22:45
579,"Pfizer is testing a pill that, if successful, could become first-ever home cure for COVID-19",04-26-2021 11:53:50
580,"Bolsonaro abandons 'friend' Τrump after 2020 election, says he's 'not the most important person in the world'",11-07-2020 10:41:52
581,Facebook admits Zuckerberg wiped his old messages—which you can’t do,04-06-2018 12:41:31
582,New Zealand announces official Travel Warning to New Zealanders in the United States due to the upcoming election and civil unrest,10-30-2020 07:22:13
583,"Trump dismisses need for climate change action: 'We have the cleanest water we've ever had, we have the cleanest air'",06-29-2019 05:21:13
584,U.S. intelligence concludes Saudi Crown Prince Mohammed bin Salman approved killing of journalist Jamal Khashoggi,02-26-2021 13:16:21
585,'The rich are to blame for climate change' international study finds,03-17-2020 00:18:15
586,"Marriott boat refuses to rescue anyone but guests, leaves with 200 free seats",09-11-2017 14:51:00
587,"The Trump administration withdrew the United States from an international effort to fight corruption on Thursday that targeted revenue from oil and natural gas extraction...global initiative that requires member nations to disclose their revenues from oil, gas, and mining assets.",11-02-2017 20:47:03
588,"North Korea will open air space, invite media to cover dismantlement of nuclear test site",05-12-2018 11:21:29
589,Anti-vaxxers ‘could be banned from going into work if they refuse Covid jab’,11-15-2020 11:47:00
590,Donald Trump Not Invited to French Climate Change Summit,12-11-2017 17:51:23
591,Africa to be declared free of wild polio after decades of work,08-25-2020 02:17:34
592,Pakistan’s Honey Production Increases by 70% Thanks to Billion Tree Project,04-21-2020 12:58:14
593,"Canada banning plastic bags, straws, cutlery and other single-use items by the end of 2021",10-07-2020 12:20:26
594,"""It’s time to pay a living wage, to pay your taxes, and to give your workers the benefits – and peace of mind – that come with stable, full-time contracts."" Canada's PM Trudeau blames corporate elites for rise in global public anger, points to record profits but overworked and underpaid workers.",02-17-2017 20:06:47
595,'Mulan' faces boycott in Korea after Chinese actress Liu Yifei's 'support' for Hong Kong protester crackdown,08-18-2019 11:25:14
596,Robert Mueller breaks his silence and condemns Trump for commuting Roger Stone's sentence,07-12-2020 15:40:25
597,"Afghanistan bans schoolgirls older than 12 from singing: Afghanistan's government has reportedly decreed that girls will only be allowed to sing at women-only events. The ban sparked outrage among social media users, many of whom said it resembled the Taliban's policies",03-10-2021 14:52:51
598,"Elon Musk wants to rate journalists. He'd call his site 'Pravda'. ""Going to create a site where the public can rate the core truth of any article & track the credibility score over time of each journalist, editor & publication,"" Musk tweeted.",05-24-2018 04:38:42
599,Israel has given a “warning” that it will bomb the building that houses Al Jazeera offices and other international media channels in Gaza City,05-15-2021 07:53:46
600,NATO is furious at Trump delaying the military handover to Biden while 'there's a significant security situation underway with Iran that could explode at any time',12-31-2020 06:35:25
601,"Divorce rate spikes across China after 'couples spend too much time together during coronavirus home quarantine', officials claim",03-16-2020 09:56:27
602,"China Uses Rape as Torture Tactic Against Uighur Detainees, Victims Say",02-11-2021 16:50:04
603,South Park' creators issue a mocking 'apology' to China after the show was reportedly banned in the country,10-07-2019 15:43:59
604,"For the first time, Canada adds white supremacists and neo-Nazi groups to its terror organization list",06-27-2019 17:48:17
605,"Senegal's quiet COVID success: Test results in 24 hours, temperature checks at every store, no fights over masks",09-06-2020 08:28:06
606,"A British cruise ship rejected by Caribbean port officials for weeks docked in Cuba on Wednesday to unload more than 1,000 people on board, including five confirmed COVID-19 patients. Cuba said it is allowing the passengers to transit as an act of humanitarian solidarity.",03-18-2020 13:57:34
607,Macron says France will block EU trade deal with Brazil over Amazon forest fires,08-23-2019 08:27:07
608,"Germany shuns Trump's claims Covid-19 outbreak was caused by Chinese lab leak - Internal report ""classifies the American claims as a calculated attempt to distract"" from Washington's own failings",05-08-2020 11:21:51
609,"In India, a Muslim woman was brutally assaulted by a Hindu fringe group for running ‘successful shop’. Police filed a case against the victim rather than the accused",02-15-2021 07:50:25
610,"Twitter has forced 30 websites that archive politician's deleted tweets to shut down, removing an effective tool to keep politicians honest",08-24-2015 08:57:59
611,"Police in Colombia open fire on citizens protesting tax reforms, killing at least 19 people.",05-04-2021 11:52:21
612,"MMR vaccine does not cause autism, another study confirms",03-04-2019 17:41:13
613,Alexei Navalny: Jailed Putin critic moved to prison hospital with ‘respiratory illness’,04-05-2021 14:50:04
614,"Lockdowns could be avoided if 95% of people wore masks, says WHO",11-19-2020 09:18:01
615,Angela Merkel says Germany can no longer rely on Donald Trump's America: 'We Europeans must take our destiny into our own hands',05-28-2017 10:47:31
616,Ex-Governor of Puerto Rico tweets photo of surgeons operating by cellphone light after Trump dubs aide efforts a 10,10-23-2017 15:45:38
617,"The '1%' are the main drivers of climate change, but it hits the poor the hardest: Oxfam report",01-27-2021 08:54:34
618,Swedish brewery names beer 'F*** you I'm Millwall' in tribute to man who fought London Bridge attackers,06-18-2017 11:42:23
619,"Indian Govt proposes to buy bulk subscriptions of all scientific journals, provide free access to all.",01-01-2021 06:42:26
620,Nearly 400kg of cocaine was found inside the Russian embassy in Buenos Aires,02-22-2018 18:08:59
621,"Penguins die in 'catastrophic' season. Only two penguin chicks survived in a colony of 36,000, after ice levels meant adults had to travel further for food.",10-14-2017 07:27:55
622,"Skeptics Blast Trump's New Claim That Soleimani Targeted 4 US Embassies: ""Either Fox News gets higher level briefings than Congress ... or there was no such imminent threat,"" charged Sen. Chris Murphy.",01-12-2020 09:04:07
623,Roger Stone convicted on all seven counts on charges filed in Mueller probe,11-15-2019 11:52:30
624,F.B.I. Opened Inquiry Into Whether Trump Was Secretly Working on Behalf of Russia,01-11-2019 20:28:59
625,"Trump administration reveals it's blocking dozens of emails about Ukraine aid freeze, including President's role",02-01-2020 12:01:30
626,Massive Leak of Data Reveals Money-Hiding Secrets of Superrich—and This Is 'Only the Beginning',12-04-2019 16:23:25
627,Trump 'angry baby' blimp gets green light to fly over London during president's visit | The six-metre balloon depicting Mr Trump as a nappy-clad orange baby will take flight from Parliament Square Gardens on 13 July.,07-05-2018 07:25:56
628,"China makes arrests, shuts down rogue chemical factories that spewed banned ozone-depleting gas",05-26-2019 08:07:25
629,"A Chinese Citizen Journalist Who Filmed His Own Arrest In Wuhan Just Reappeared Online: Before his disappearance, Li posted videos from crematoriums, virology labs, and funeral homes inside the lockdown zone. Now he’s praising his captors who arrested, interrogated, and confined him for two months.",04-22-2020 12:43:10
630,WHO warns that waiting to achieve herd immunity to the coronavirus will kill a lot of people,07-29-2020 15:33:04
631,Disabled boy dies in China after father quarantined - Authorities only fed teenager with cerebral palsy twice in a week.,02-04-2020 14:18:36
632,U.S. spy agencies have determined that Russia and China are eavesdropping on President Trump's personal phone calls in order to gain information that they can use to influence American policy,10-24-2018 18:43:35
633,Hong Kong protests: Video shows paramilitary forces assembling in Shenzhen,08-12-2019 19:36:55
634,Colombian environmental official assassinated: 284 environmental leaders and land defenders have been killed in the country so far during 2020,12-07-2020 16:27:53
635,Iran admits its troops shot down a passenger jet and killed 176 people due to a string of colossal failures,07-15-2020 19:59:40
636,"Erik Prince, the former head of the security contractor Blackwater Worldwide and a prominent supporter of Donald Trump, violated a United Nations arms embargo on Libya by sending weapons to a militia commander who was attempting to overthrow the internationally backed government",02-19-2021 18:57:53
637,"Non-profit’s $300 hepatitis C cure as effective as $84,000 alternative",04-12-2018 02:32:22
638,Amazon drivers 'are asked to deliver up to 200 parcels a day for less than the minimum wage and they even have to urinate into bottles to keep pace',12-10-2017 12:22:07
639,"Amid Warnings of Surging Worldwide Poverty, Planet's 500 Richest People Added $1.8 Trillion to Combined Wealth in 2020 | Surging billionaire wealth hits a painful nerve for the millions of people who have lost loved ones and experienced declines in their health, wealth, and livelihoods.",01-02-2021 15:37:59
640,U.S. does not join plastic waste agreement signed by 187 countries,05-11-2019 14:53:02
641,President of South Korea Impeached.,03-09-2017 21:24:24
642,Spain to launch trial of four-day working week,03-15-2021 02:32:50
643,"In 2007, a group of Blackwater contractors escorting a convoy opened fire in Baghdad's Nisour Square, killing 14 unarmed civilians including two boys, aged 9 and 11 - Four of them have just been pardoned",12-23-2020 02:00:42
644,"Nigel Farage has been reported to UK police after apparently visiting a pub less than a fortnight after a trip to a Donald Trump rally in the United States. Anyone returning from overseas is required supposed to self-isolate for 14 days under current quarantine laws, with few exceptions.",07-04-2020 13:25:35
645,Leaked Documents Show How China’s Army of Paid Internet Trolls Helped Censor the Coronavirus,12-25-2020 02:05:09
646,"China says ""this is not how a U.S. president should behave"" after Trump tweet",12-29-2017 13:29:55
647,"Britons Respond to Trump Attack on UK Healthcare - 'Nobody Here Would Trade for What America Has': ""In Britain, the poor don't need to win the lottery to afford medical care.""",02-05-2018 23:10:07
648,"India Demands Rich Nations Like The U.S. Clean Up Their Climate Mess, Signaling A Shift | It’s time for developed countries responsible for most of the carbon in the air to not just cut emissions but remove them, India’s energy minister said.",04-04-2021 09:51:23
649,"Four zookeepers in Cornwall, UK, decided to self-isolate on the grounds of a wildlife sanctuary to make sure the animals are properly cared for during the coronavirus crisis.",03-31-2020 07:07:43
650,Canada's immigration website keeps crashing for 'some reason',11-08-2016 23:27:25
651,"Donald Trump was heard off camera saying ""get me out of here"" to an aide as he left the G20 summit in Buenos Aires, leaving the president of Argentina standing alone on stage",12-02-2018 08:31:49
652,China cries foul after 60 countries congratulate Taiwan's President Tsai on re-election,01-13-2020 15:23:42
653,Australia and Netherlands formally accuse Russia of responsibility for downing MH17 passenger jet in 2014,05-25-2018 04:38:33
654,'Huge Victory for Our Oceans': Trump Effort to Open Arctic to Oil and Gas Drilling Ruled Illegal,03-31-2019 14:03:43
655,"New York state has more coronavirus cases than France or South Korea as infections soar to 15,168",03-22-2020 11:44:21
656,"A Broadband Engineer Was Spat on by a 5G Conspiracy Theorist. Then He Got Coronavirus: In UK the attacks on network workers are getting more frequent, brazen, and violent.",05-07-2020 14:16:23
657,Iran Says US Must Fix Its Own 'Nontransparent' and Undemocratic Elections Before Lecturing Others,02-17-2020 14:47:24
658,Thai king self-isolates in Alpine hotel with harem of 20 women amid pandemic,03-28-2020 19:13:10
659,Revealed: Boris Johnson scrapped Cabinet ministers' pandemic team six months before coronavirus hit Britain,06-13-2020 06:51:44
660,Judge Orders Release of Records That Might Tie Saudi Royals to 9/11: Federal judge’s ruling raises hopes that we may better understand any possible ties between Saudi Arabia’s ruling family and the 9/11 hijackers - the vast majority of whom were Saudi citizens.,09-11-2019 11:47:48
661,Former French president Nicolas Sarkozy sentenced to three years for corruption,03-01-2021 08:20:22
662,Biden says Chinese president Xi Jinping 'doesn't have a democratic bone' in his body,03-25-2021 17:54:20
663,Indian journalist who reported rape of minority community girl handcuffed to hospital bed; not allowed to use toilet,04-25-2021 06:13:28
664,8% of Iran parliament members test positive for coronavirus,03-03-2020 16:14:42
665,Kenya's elephant numbers double over three decades,08-13-2020 00:19:47
666,Indian Billionaires see a 35% increase in their net worth during lockdown while 138 million poorest Indians go below poverty line,01-26-2021 06:49:05
667,Trump Retweets Article Outing Name of Alleged Ukraine Whistleblower: legal experts have said outing a whistleblower is likely a federal crime.,12-27-2019 15:57:22
668,Australia considers banning ISPs from listing internet speeds they cannot provide,03-03-2018 03:26:14
669,Mexicans demand crackdown on Americans crossing the border,03-26-2020 13:36:27
670,Putin says Russia ready to fully restore ties with U.S,11-09-2016 07:03:04
671,Trump’s name appears in Panama Papers for the first time,11-24-2017 17:35:17
672,"The Vatican said on Wednesday it had denied a request from Mike Pompeo for an audience with Pope Francis, and accused the Secretary of State of trying to drag the Catholic Church into the U.S. presidential election",09-30-2020 16:26:07
673,"Israel keeps blowing up military targets in Iran, hoping to force a confrontation before Trump could be voted out in November, sources say",07-16-2020 14:46:06
674,Navalny escalates battle with Putin as European officials demand his release,01-23-2021 17:04:22
675,"Worshipper, 65, takes down heavily armed mosque gunman before he can kill anyone",08-11-2019 10:04:34
676,The UK ambassador forced to resign after he called Trump 'inept' and 'incompetent' is being made a Lord,09-10-2019 07:12:09
677,YouTube will start labeling videos that receive government funding,02-03-2018 14:24:52
678,Canada passes law which grants immunity for drug possession to those who call 911 to report an overdose,05-15-2017 14:07:27
679,Ben Shapiro storms out of BBC UK interview: ‘I’m popular and no one’s ever heard of you’ Shapiro snapped at the BBC interviewer,05-10-2019 11:59:04
680,"Russia used Trump's naive intelligence sharing to try to assassinate Chechen dissidents in Europe, sources say",07-14-2020 11:53:20
681,"Nobel Peace Prize winner and Yazidi activist Nadia Murad, who was repeatedly raped when held captive by ISIS for 3 months before escaping, calls for ISIS fighters to be tried like the Nazis at Nuremberg. ""Those captured alive need to be brought to justice in an open court for the world to see.""",10-30-2019 17:40:08
682,"Almost 13,000 people refused entry to Canada from U.S. during pandemic",08-02-2020 16:47:52
683,"Thugs who throw acid can now be given a life sentence, even if they miss their victim",08-04-2017 16:28:20
684,A video of Russian police physically humiliating journalist provokes online outcry,02-09-2021 15:07:48
685,"China bans all coal imports from North Korea, severing major financial lifeline for regime",02-18-2017 17:02:48
686,"Trump Declares ISIS ‘100%’ Defeated. That’s ‘100% Not True,’ Ground Reports Say.",02-28-2019 20:12:08
687,"PepsiCo sues 4 Indian farmers for $150,000 each for ‘infringing its rights’ by growing the potato variety used in its Lays chips",04-25-2019 08:06:01
688,The US had to extract a top spy from Russia after Trump revealed classified information to the Russians in an Oval Office meeting,09-09-2019 15:06:52
689,France rewards coronavirus frontline immigrant workers with citizenship,12-23-2020 06:56:43
690,Hong Kong protesters say they were tortured in prison,05-05-2020 03:09:05
691,"Russia's main opposition leader Alexei Navalny said Tuesday that authorities had frozen all of his bank accounts and those of his family, including his elderly parents. The 43-year-old anti-corruption blogger, has emerged as President Vladimir Putin's most prominent critic",03-03-2020 10:17:10
692,"Norway prime minister fined £1,715 for breaking coronavirus rules with birthday party.The police have said that would not have issued a fine in most such cases, but given the fact that prime minister has been at the forefront of the government's work to impose restrictions, they are simply following",04-10-2021 04:27:58
693,"Any Hope of Keeping Earth Habitable Now Requires Sucking Carbon Back Out of the Atmosphere, a New Study Found",11-12-2020 18:26:47
694,Italy says it's had 41 new COVID-19 deaths in just 24 hours,03-05-2020 12:45:13
695,Russian Opposition Leader Alexei Navalny Sentenced to 3.5 Years in Penal Colony - The Moscow Times,02-02-2021 12:27:12
